-3.093333	2.693333	-0.00013448095354143038541484822534499699031584896147251
-2.880000	2.693333	-0.00044379587595349021889382101768717348022619262337685
-2.666667	2.693333	-0.00075683444096564264722687420672286862100008875131607
-2.453333	2.693333	-0.00066784944248797527884681235477160043956246227025986
-2.240000	2.693333	-0.00030434507574088803588327478699682160367956385016441
-2.880000	2.480000	-0.00024343239081754095053458653019617941026808694005013
-2.666667	2.480000	-0.00078524762447902587535891738568238906736951321363449
-2.453333	2.480000	-0.0013090384153561372866658718550070261699147522449493
-2.240000	2.480000	-0.0011292230377666909787309768020691080891992896795273
-2.026667	2.480000	-0.00050307575813015692305085746482973263482563197612762
-1.813333	2.480000	-0.00011518049950600589873776075089395476425124797970057
-2.666667	2.266667	-0.00042108163061959974146630791835832496872171759605408
-2.453333	2.266667	-0.0013277083004552159718053561121564598579425364732742
-2.240000	2.266667	-0.0021636013837948850010994839010436407988891005516052
-2.026667	2.266667	-0.0018245389826516604601241988703463903220836073160172
-1.813333	2.266667	-0.0007946393950481383866221718470512769272318109869957
-1.600000	2.266667	-0.00017786334376943764069324560583851280171074904501438
-2.666667	2.053333	-0.00011621072634133023521174621350837696809321641921997
-2.453333	2.053333	-0.00069602460065740852541982253143260095384903252124786
-2.240000	2.053333	-0.0021452178430747159861013972914633995969779789447784
-2.026667	2.053333	-0.0034172400232739068813569982552280634990893304347992
-1.813333	2.053333	-0.0028170777126519134722637538459366624010726809501648
-1.600000	2.053333	-0.0011994339571879709949175918382024974562227725982666
-1.386667	2.053333	-0.00026245769464084881374479896187779104366200044751167
-2.453333	1.840000	-0.00018779192167646467344702121415878082189010456204414
-2.240000	1.840000	-0.0010993933980099142473652040763454351690597832202911
-2.026667	1.840000	-0.0033121708560495625311981271465811005327850580215454
-1.813333	1.840000	-0.0051575916426831050834445058228538982803001999855042
-1.600000	1.840000	-0.0041563908463621151989642044100037310272455215454102
-1.386667	1.840000	-0.001730016708875727450903103665780236042337492108345
-1.173333	1.840000	-0.00037006905187154351573319832624520131503231823444366
-2.240000	1.626667	-0.00028997803105134534054979078554481475293869152665138
-2.026667	1.626667	-0.0016593883578150021591152141198222125240135937929153
-1.813333	1.626667	-0.0048867906798336271240179584651741606649011373519897
-1.600000	1.626667	-0.007438540372230404047748653084681791369803249835968
-1.386667	1.626667	-0.0058599843522977737922396990200013533467426896095276
-1.173333	1.626667	-0.0023842554387328209614116403258776699658483266830444
-0.960000	1.626667	-0.00049827063911046310436953055145181679108645766973495
-2.026667	1.413333	-0.00042769208051136945987827364668021346005843952298164
-1.813333	1.413333	-0.0023929727500804870259087930861596760223619639873505
-1.600000	1.413333	-0.0068889622515580801326295912190289527643471956253052
-1.386667	1.413333	-0.010250253018022802836695106520892295520752668380737
-1.173333	1.413333	-0.007892231302224600800188092364351177820935845375061
-0.960000	1.413333	-0.0031357505273794041185386749504004910704679787158966
-0.746667	1.413333	-0.00063509451360366274766389160788548906566575169563293
-1.813333	1.200000	-0.00059930249794255786247726414117664717196021229028702
-1.600000	1.200000	-0.0032904997578742751704328206585614680079743266105652
-1.386667	1.200000	-0.0092669824997516914155681888587423600256443023681641
-1.173333	1.200000	-0.013475138664195673507406603164326952537521719932556
-0.960000	1.200000	-0.010122517593568237243006890935248520690947771072388
-0.746667	1.200000	-0.0038918533247286721428459532745591786806471645832062
-0.533333	1.200000	-0.00071013716691280942810288179245503670244943350553513
-1.600000	0.986667	-0.00076182307552066807522506142191787148476578295230865
-1.386667	0.986667	-0.0042485773992664184472989319374391925521194934844971
-1.173333	0.986667	-0.011785560168840575681614701863964000949636101722717
-0.960000	0.986667	-0.016732941390290238803384426091724890284240245819092
-0.746667	0.986667	-0.012132676746843760670624412512097478611394762992859
-0.533333	0.986667	-0.0042646353722351751022734411833425838267430663108826
-0.320000	0.986667	-0.00034260534099325040419820043169352175027597695589066
-1.386667	0.773333	-0.00063294527930428780629346086072928301291540265083313
-1.173333	0.773333	-0.0047568082568117814323827019507007207721471786499023
-0.960000	0.773333	-0.013585456137473216065014725018045282922685146331787
-0.746667	0.773333	-0.018832295472304794864415455890593875665217638015747
-0.533333	0.773333	-0.012598925681117653999074867954277578974142670631409
-0.320000	0.773333	-0.0029434288950678389601423035060179245192557573318481
-0.960000	0.560000	-0.0032040154975952841488739952779951636330224573612213
-0.746667	0.560000	-0.01244522805142856715365784481264199712313711643219
-0.533333	0.560000	-0.017139205961864582145048885308824537787586450576782
-0.320000	0.560000	-0.0089132339791465862999242375508401892147958278656006
-0.533333	0.346667	-0.005972379107966484593217337817350198747590184211731
-0.320000	0.346667	-0.0096831793476109019602748873012387775816023349761963
-0.106667	0.133333	-0.00083235147495364634508130396994829425239004194736481
0.106667	-0.293333	-0.00083618296941799096118341783068217409891076385974884
0.320000	-0.293333	-0.0076220514224618661838772659677943011047318577766418
0.533333	-0.293333	-0.0013543012633617102901534279268958016473334282636642
0.320000	-0.506667	-0.010158090106560997700757553729999926872551441192627
0.533333	-0.506667	-0.015906489157762392777639703922432090621441602706909
0.746667	-0.506667	-0.0089183978351037064558060052377186366356909275054932
0.960000	-0.506667	-0.0006433377250048266920295914061966868757735937833786
0.320000	-0.720000	-0.004232869241779248746515573742499327636323869228363
0.533333	-0.720000	-0.014716761509044315459071583518380066379904747009277
0.746667	-0.720000	-0.018661047023924751120382836688804673030972480773926
0.960000	-0.720000	-0.011270267542486034004212136494516016682609915733337
1.173333	-0.720000	-0.0030856796954500513054109323007878629141487181186676
0.320000	-0.933333	-0.00066758292202270190073692957000162095937412232160568
0.533333	-0.933333	-0.0059803074808689503719105751144979876698926091194153
0.746667	-0.933333	-0.01448549114337255999673814699235663283616304397583
0.960000	-0.933333	-0.017045677696908442810830308644653996452689170837402
1.173333	-0.933333	-0.010211308286114212720563365621728735277429223060608
1.386667	-0.933333	-0.0030969733894614117318544455059736719704233109951019
1.600000	-0.933333	-0.00043982263165603621051305549549681472853990271687508
0.533333	-1.146667	-0.0011875865400471003786864176987592145451344549655914
0.746667	-1.146667	-0.005510808059542847067713289277435251278802752494812
0.960000	-1.146667	-0.012226199870557688531569340284477220848202705383301
1.173333	-1.146667	-0.013886509597839269414265572777367196977138519287109
1.386667	-1.146667	-0.0081433910407025956318394221966627810616046190261841
1.600000	-1.146667	-0.0024605930003932744570827040320182277355343103408813
1.813333	-1.146667	-0.00037850510639860694781649863571715286525432020425797
0.533333	-1.360000	-0.00011603243625534938039504939677470929382252506911755
0.746667	-1.360000	-0.0010645012048950113631162750493786006700247526168823
0.960000	-1.360000	-0.0044740368266963249227474719305064354557543992996216
1.173333	-1.360000	-0.0095988828254859916155883325927788973785936832427979
1.386667	-1.360000	-0.010634279651723945597785458971884509082883596420288
1.600000	-1.360000	-0.0060960418440422379712795297734828636748716235160828
1.813333	-1.360000	-0.0018044768677612905115326125127239720313809812068939
2.026667	-1.360000	-0.00027429375598690214571942491694755972275743260979652
0.960000	-1.573333	-0.00084038699992868622513225718151375076558906584978104
1.173333	-1.573333	-0.0034224014687944436310940155010484886588528752326965
1.386667	-1.573333	-0.0071689957275618840584763269418999698245897889137268
1.600000	-1.573333	-0.0077620686927021790429970238278656324837356805801392
1.813333	-1.573333	-0.004349479290352798073471252138233467121608555316925
2.026667	-1.573333	-0.0012587191904601454251616532431512496259529143571854
2.240000	-1.573333	-0.00018717905782087652303939673270605226207408122718334
1.173333	-1.786667	-0.0006277944592023779321263154962196040287381038069725
1.386667	-1.786667	-0.0024975563905369050667071295634968919330276548862457
1.600000	-1.786667	-0.0051139145104865070187716291627566533861681818962097
1.813333	-1.786667	-0.0054126033663200014481309274572140566306188702583313
2.026667	-1.786667	-0.0029647778657587117202842907914828174398280680179596
2.240000	-1.786667	-0.00083868615775794836016132638434328328003175556659698
2.453333	-1.786667	-0.00012191174773431359961307213213288491715502459555864
1.386667	-2.000000	-0.00044778775863812259180538055680642628431087359786034
1.600000	-2.000000	-0.0017414655984283396346345984539993878570385277271271
1.813333	-2.000000	-0.0034858278589942315837946207324193892418406903743744
2.026667	-2.000000	-0.0036066228645870207665524720397343116928823292255402
2.240000	-2.000000	-0.001931135335464427777232843119747940363595262169838
2.453333	-2.000000	-0.00053398551241295479086179653904764563776552677154541
1.600000	-2.213333	-0.0003051931785715927239639733148379718841169960796833
1.813333	-2.213333	-0.0011603315937108490529111604061540674592833966016769
2.026667	-2.213333	-0.0022705465999754807782107235425428370945155620574951
2.240000	-2.213333	-0.0022965099387900326545486340279467185609973967075348
2.453333	-2.213333	-0.0012020022134737219643429995130645693279802799224854
2.666667	-2.213333	-0.00032488426306023440465892138107051323459018021821976
1.813333	-2.426667	-0.0001987666945488791717718685125859678919368889182806
2.026667	-2.426667	-0.00073878767438252082762339956190089651499874889850616
2.240000	-2.426667	-0.001413278000369972298849718939095509995240718126297
2.453333	-2.426667	-0.0013973631923721145393219034147591628425288945436478
2.666667	-2.426667	-0.00071494078826748173362271021602509790682233870029449
2.880000	-2.426667	-0.00018888498884643179658894551753434143392951227724552
2.026667	-2.640000	-0.00012370272150624350639309956267908319205162115395069
2.240000	-2.640000	-0.00044949777597457819550835766975183105387259274721146
2.453333	-2.640000	-0.00084061565551792050404039668975997301458846777677536
2.666667	-2.640000	-0.00081250048148313511707507839076924938126467168331146
2.880000	-2.640000	-0.00040635641253471030094959748346639116789447143673897
2.453333	-2.853333	-0.00026133996036386246278673817222681918792659416794777
2.666667	-2.853333	-0.0004777932637955724197442730627471974003128707408905
2.880000	-2.853333	-0.00045145169243049744576407045215660218673292547464371
3.093333	-2.853333	-0.00022070713405372805143538073036069135923753492534161
2.666667	-3.066667	-0.00014519593039145578072628139931765645087580196559429
2.880000	-3.066667	-0.0002595106697183762020815500637382911008899100124836
3.093333	-3.066667	-0.00023970232461284057129402569330522965174168348312378
3.093333	-3.280000	-0.0001346923821991324540531947961952141668007243424654
