-0.800000	1.200000,-6.400000	1.600000,0.0596028,-0.000116406
0.800000	1.200000,-4.000000	1.200000,0.0596028,-0.00115375
-0.800000	0.400000,-2.400000	1.200000,0.0596028,-0.014248
0.800000	0.400000,-4.000000	0.400000,0.0596028,-0.00115375
,-2.400000	0.400000,,-0.014248
,2.400000	1.200000,,-0.014248
,4.000000	1.200000,,-0.00115375
,2.400000	0.400000,,-0.014248
,4.000000	0.400000,,-0.00115375
,6.400000	1.600000,,-0.000116406
,,,
